,product_id,product_name,product_type,product_colors,product_price,product_composition_shell,product_composition_pocket,scrapy_datetime
48,0979945012,Loose Jeans,men_jeans_loose,Purple,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
49,1071707010,Relaxed Jeans,men_jeans_relaxed,Black,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
49,1071707010,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
49,1071707010,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
49,1071707010,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
49,1071707010,Relaxed Jeans,men_jeans_relaxed,Denim gray,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Black/washed out,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Graphite gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Cream,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Light blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Pale denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Pale denim grey,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
50,0811993036,Regular Jeans,men_jeans_regular,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
51,1100162002,Regular Jeans,men_jeans_regular,Denim blue,$ 39.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
51,1100162002,Regular Jeans,men_jeans_regular,Denim gray,$ 39.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Black/washed out,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Graphite gray,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Cream,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Light blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Pale denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Pale denim grey,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
52,0811993044,Regular Jeans,men_jeans_regular,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
53,1071707002,Relaxed Jeans,men_jeans_relaxed,Black,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
53,1071707002,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
53,1071707002,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
53,1071707002,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
53,1071707002,Relaxed Jeans,men_jeans_relaxed,Denim gray,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
54,1071707003,Relaxed Jeans,men_jeans_relaxed,Black,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
54,1071707003,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
54,1071707003,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
54,1071707003,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
54,1071707003,Relaxed Jeans,men_jeans_relaxed,Denim gray,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
55,1008110019,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Black,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Denim blue,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Dark gray,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Light denim blue,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Dark blue,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Dark denim blue,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Denim blue,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
56,0985159005,Skinny Jeans,men_jeans_skinny,Dark gray,$ 24.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,White,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,Light gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
57,1004199001,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Pale denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
58,0875105023,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
59,1107750001,Relaxed Worker Jeans,men_jeans_relaxed,Denim blue,$ 44.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
59,1107750001,Relaxed Worker Jeans,men_jeans_relaxed,Dark denim blue,$ 44.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Pale denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
60,0875105018,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Pale denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
61,0875105024,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Black/patterned,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
62,0979945025,Loose Jeans,men_jeans_loose,Purple,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
63,1071707008,Relaxed Jeans,men_jeans_relaxed,Black,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
63,1071707008,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
63,1071707008,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
63,1071707008,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
63,1071707008,Relaxed Jeans,men_jeans_relaxed,Denim gray,$ 29.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
64,0993887008,Hybrid Regular Jeans,men_jeans_regular,Denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
64,0993887008,Hybrid Regular Jeans,men_jeans_regular,Denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
64,0993887008,Hybrid Regular Jeans,men_jeans_regular,Black,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
64,0993887008,Hybrid Regular Jeans,men_jeans_regular,Black/No fade black,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
64,0993887008,Hybrid Regular Jeans,men_jeans_regular,Dark gray,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Light denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Dark gray,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Dark blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Dark denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Black,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Light gray,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
65,1008549004,Regular Jeans,men_jeans_regular,Light denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 63%, Cotton 37%",2022-12-15 20:56:55
66,1107750002,Relaxed Worker Jeans,men_jeans_relaxed,Denim blue,$ 44.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
66,1107750002,Relaxed Worker Jeans,men_jeans_relaxed,Dark denim blue,$ 44.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Black,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Light denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Light denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Dark blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Dark denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,Dark gray,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
67,1024256002,Slim Jeans,men_jeans_slim,White,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
68,0971061004,Slim Tapered Cropped Jeans,men_jeans_slim,Pale denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
68,0971061004,Slim Tapered Cropped Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
68,0971061004,Slim Tapered Cropped Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
68,0971061004,Slim Tapered Cropped Jeans,men_jeans_slim,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
68,0971061004,Slim Tapered Cropped Jeans,men_jeans_slim,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Pale denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
69,0875105029,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
